month,region,????,?????,????,???????,????,?????,????,???????,????
2014?3?,??,"22,916,323",-5.0,"14,115,509,372",-5.5,"20,954,520",-2.3,"22,026,935,011",2.6,"1,961,803"
2014?4?,??,"32,313,459",3.6,"19,570,376,906",0.3,"28,109,952",-0.6,"29,425,636,737",3.6,"4,203,507"
2014?5?,??,"40,289,790",4.4,"24,577,018,234",1.8,"35,039,910",-0.8,"36,462,503,965",1.5,"5,249,880"
2014?6?,??,"47,977,159",4.3,"28,940,669,232",0.1,"41,602,091",-0.7,"43,270,191,599",0.8,"6,375,068"
2014?7?,??,"55,408,783",3.9,"33,635,268,966",1.2,"48,677,062",-1.5,"50,553,454,051",-0.7,"6,731,721"
2014?8?,??,"63,094,761",4.4,"38,557,790,334",2.1,"55,345,940",-0.3,"57,436,459,415",0.2,"7,748,821"
2014?9?,??,"69,663,027",2.8,"43,031,288,932",1.8,"61,899,901",-0.8,"64,586,172,736",0.4,"7,763,126"
2014?10?,??,"77,931,583",3.4,"48,343,727,539",2.9,"68,401,059",-2.4,"71,599,213,704",-0.7,"9,530,524"
2014?11?,??,"85,518,313",2.1,"53,392,048,218",2.0,"74,406,740",-3.6,"79,186,320,898",-0.1,"11,111,573"
2014?12?,??,"92,400,410",1.0,"58,242,501,121",3.5,"79,739,272",-5.0,"86,069,650,364",0.0,"12,661,138"
2013?,??,"91,512,584",-5.9,"56,293,849,985",-5.5,"83,915,136",-4.2,"86,076,241,517",-1.6,"7,597,448"
2013?1?,??,"7,960,187",7.0,"5,160,247,316",7.6,"7,660,645",0.2,"7,652,172,295",-0.1,"299,542"
2013?2?,??,"15,805,828",-1.2,"9,946,753,034",2.7,"14,734,249",-4.0,"14,669,387,528",-2.3,"1,071,579"
2013?3?,??,"24,134,384",-2.0,"14,940,799,750",2.4,"21,438,717",-5.6,"21,459,724,566",-1.6,"2,695,667"
2013?4?,??,"31,205,018",-4.5,"19,508,298,201",2.7,"28,272,990",-5.4,"28,416,385,873",-0.2,"2,932,028"
2013?5?,??,"38,601,452",-5.5,"24,131,660,204",0.6,"35,321,097",-5.8,"35,937,207,431",0.4,"3,280,355"
2013?6?,??,"46,017,899",-6.9,"28,905,234,800",-1.9,"41,897,205",-5.7,"42,929,671,527",-0.6,"4,120,694"
2013?7?,??,"53,339,881",-6.5,"33,252,107,343",-3.2,"49,415,039",-4.3,"50,892,693,623",0.3,"3,924,842"
2013?8?,??,"60,421,808",-6.3,"37,757,698,437",-4.6,"55,489,708",-5.4,"57,300,159,058",-1.6,"4,932,100"
2013?9?,??,"67,782,842",-6.7,"42,265,689,823",-5.7,"62,409,725",-4.9,"64,317,816,709",-1.8,"5,373,117"
2013?10?,??,"75,374,805",-6.5,"46,964,913,607",-5.6,"70,099,638",-4.3,"72,077,772,194",-1.3,"5,275,167"
2013?11?,??,"83,751,634",-6.1,"52,342,753,362",-4.5,"77,195,549",-4.3,"79,287,081,577",-1.4,"6,556,085"
2013?12?,??,"91,512,584",-5.9,"56,293,849,985",-5.5,"83,915,136",-4.2,"86,076,241,517",-1.6,"7,597,448"
2012?,??,"97,212,707",-4.2,"59,600,264,891",2.1,"87,611,350",2.1,"87,471,594,478",0.1,"9,601,357"
2012?1?,??,"7,438,681",11.8,"4,795,801,969",13.0,"7,645,845",6.6,"7,657,786,493",-9.4,"-207,164"
2012?2?,??,"15,995,047",20.6,"9,681,390,314",16.3,"15,352,212",16.7,"15,013,427,249",0.2,"642,835"
2012?3?,??,"24,622,866",12.9,"14,592,776,886",8.4,"22,717,643",13.3,"21,814,079,115",-1.3,"1,905,223"
2012?4?,??,"32,691,272",2.1,"19,001,381,252",1.8,"29,873,885",7.1,"28,480,237,408",-4.2,"2,817,387"
2012?5?,??,"40,827,493",-1.1,"23,988,275,252",1.9,"37,496,697",7.2,"35,796,965,939",-1.5,"3,330,796"
2012?6?,??,"49,438,932",-1.4,"29,469,331,691",3.1,"44,431,741",5.2,"43,175,364,793",-1.3,"5,007,191"
2012?7?,??,"57,040,386",-4.4,"34,362,382,992",2.1,"51,642,405",4.1,"50,751,097,021",-0.7,"5,397,981"
2012?8?,??,"64,459,355",-4.8,"39,575,352,065",2.1,"58,635,778",3.5,"58,222,488,117",0.7,"5,823,577"
2012?9?,??,"72,671,406",-4.1,"44,839,095,570",2.9,"65,634,007",2.5,"65,499,462,583",0.3,"7,037,399"
2012?10?,??,"80,578,027",-4.4,"49,768,592,483",3.0,"73,219,246",2.2,"73,031,671,566",-0.2,"7,358,781"
2012?11?,??,"89,231,862",-3.5,"54,811,122,222",3.0,"80,684,552",2.8,"80,379,983,143",0.5,"8,547,310"
2012?12?,??,"97,212,707",-4.2,"59,600,264,891",2.1,"87,611,350",2.1,"87,471,594,478",0.1,"9,601,357"
2011?,??,"101,480,083",42.2,"58,356,059,948",14.5,"85,785,851",36.2,"87,376,903,122",4.6,"15,694,232"
2011?1?,??,"6,651,425",40.2,"4,243,528,307",21.5,"7,175,825",35.8,"8,453,474,043",16.4,"-524,400"
2011?2?,??,"13,264,893",31.4,"8,324,683,491",14.6,"13,157,740",29.8,"14,979,377,885",8.2,"107,153"
2011?3?,??,"21,800,452",34.3,"13,460,948,011",18.8,"20,048,527",34.9,"22,110,993,872",9.4,"1,751,925"
2011?4?,??,"32,013,647",44.9,"18,665,718,073",18.7,"27,898,616",36.8,"29,737,103,890",8.4,"4,115,031"
2011?5?,??,"41,275,985",47.9,"23,533,744,490",17.9,"34,966,846",35.4,"36,326,219,190",4.6,"6,309,139"
2011?6?,??,"50,123,118",45.5,"28,585,046,441",16.9,"42,243,650",38.7,"43,730,575,368",6.7,"7,879,468"
2011?7?,??,"59,686,471",46.9,"33,657,589,216",17.2,"49,590,467",40.9,"51,085,684,199",7.6,"10,096,004"
2011?8?,??,"67,709,528",47.9,"38,760,050,337",18.1,"56,662,231",39.5,"57,841,112,551",5.2,"11,047,297"
2011?9?,??,"75,747,466",47.2,"43,590,535,364",17.5,"64,037,827",39.8,"65,282,022,121",5.2,"11,709,639"
2011?10?,??,"84,267,832",44.7,"48,304,617,492",15.4,"71,672,302",40.2,"73,147,114,159",5.7,"12,595,530"
2011?11?,??,"92,484,473",43.1,"53,203,703,133",14.6,"78,485,724",37.8,"80,004,893,034",4.7,"13,998,749"
2011?12?,??,"101,480,083",42.2,"58,356,059,948",14.5,"85,785,851",36.2,"87,376,903,122",4.6,"15,694,232"
2010?,??,"71,383,632",17.4,"50,980,490,871",-2.4,"62,994,761",33.0,"83,543,216,121",4.0,"8,388,871"
2010?1?,??,"4,742,975",17.8,"3,491,743,697",-6.9,"5,282,879",41.8,"7,262,689,952",-16.4,"-539,904"
2010?2?,??,"10,098,383",20.5,"7,264,620,402",-8.6,"10,138,161",49.2,"13,843,123,937",-11.1,"-39,778"
2010?3?,??,"16,230,576",26.3,"11,329,870,618",-10.6,"14,864,563",51.1,"20,218,164,336",-7.2,"1,366,013"
2010?4?,??,"22,091,617",20.5,"15,723,777,909",-9.6,"20,400,619",51.2,"27,445,162,962",-3.6,"1,690,998"
2010?5?,??,"27,909,032",19.7,"19,957,798,675",-7.1,"25,826,564",50.4,"34,724,307,496",-2.7,"2,082,468"
2010?6?,??,"34,441,446",16.8,"24,446,729,068",-6.6,"30,450,150",46.8,"40,995,473,437",-0.4,"3,991,296"
2010?7?,??,"40,642,326",17.0,"28,714,781,045",-6.3,"35,203,871",41.0,"47,460,120,736",-0.4,"5,438,455"
2010?8?,??,"45,780,318",16.8,"32,821,293,469",-4.9,"40,629,029",38.7,"54,976,766,116",1.2,"5,151,289"
2010?9?,??,"51,446,281",16.4,"37,097,783,192",-3.8,"45,805,307",36.4,"62,043,167,991",2.1,"5,640,974"
2010?10?,??,"58,240,535",18.1,"41,867,890,452",-2.2,"51,111,806",32.8,"69,194,640,660",1.7,"7,128,729"
2010?11?,??,"64,648,449",17.6,"46,420,283,253",-2.1,"56,940,613",34.3,"76,383,788,358",3.9,"7,707,836"
2010?12?,??,"71,383,632",17.4,"50,980,490,871",-2.4,"62,994,761",33.0,"83,543,216,121",4.0,"8,388,871"
2009?,??,"60,814,274",-22.8,"52,217,897,932",5.0,"47,359,591",-32.9,"80,293,275,342",-0.2,"13,454,683"
2009?1?,??,"4,027,063",-23.2,"3,751,377,763",2.2,"3,725,307",-39.0,"8,687,080,847",16.5,"301,756"
2009?2?,??,"8,382,689",-22.3,"7,948,841,005",8.7,"6,793,804",-40.2,"15,568,929,933",14.0,"1,588,885"
2009?3?,??,"12,849,962",-25.2,"12,667,471,774",13.2,"9,840,702",-42.6,"21,778,278,367",7.6,"3,009,260"
2009?4?,??,"18,338,478",-25.2,"17,388,462,700",13.5,"13,493,692",-40.6,"28,484,730,496",7.7,"4,844,786"
2009?5?,??,"23,320,625",-30.3,"21,492,042,190",9.7,"17,167,874",-41.9,"35,673,993,867",7.2,"6,152,751"
2009?6?,??,"29,478,473",-27.1,"26,176,138,870",11.7,"20,745,323",-42.1,"41,164,857,107",4.8,"8,733,150"
2009?7?,??,"34,728,809",-28.5,"30,638,372,783",9.2,"24,975,342",-42.5,"47,662,601,314",2.4,"9,753,467"
2009?8?,??,"39,202,472",-29.9,"34,498,232,518",6.5,"29,293,320",-42.4,"54,342,625,951",1.2,"9,909,152"
2009?9?,??,"44,185,739",-29.3,"38,561,655,746",4.4,"33,574,421",-41.3,"60,796,706,461",0.9,"10,611,318"
2009?10?,??,"49,311,870",-28.6,"42,810,123,214",3.0,"38,485,062",-38.4,"68,023,029,096",1.7,"10,826,808"
2009?11?,??,"54,953,639",-25.9,"47,423,346,266",4.1,"42,391,947",-36.6,"73,501,333,819",-0.1,"12,561,692"
2009?12?,??,"60,814,274",-22.8,"52,217,897,932",5.0,"47,359,591",-32.9,"80,293,275,342",-0.2,"13,454,683"
2008?,??,"78,802,425",23.2,"49,733,987,013",6.9,"70,580,371",27.8,"80,432,572,910",0.2,"8,222,054"
2008?1?,??,"5,244,297",18.0,"3,671,824,203",5.5,"6,105,810",45.7,"7,455,534,198",7.1,"-861,513"
2008?2?,??,"10,792,592",23.6,"7,311,278,455",1.4,"11,356,882",36.6,"13,661,114,283",-2.3,"-564,290"
2008?3?,??,"17,185,171",21.8,"11,192,826,775",0.1,"17,152,631",33.5,"20,238,265,382",-5.7,"32,540"
2008?4?,??,"24,503,491",25.3,"15,323,641,357",-0.2,"22,728,591",31.5,"26,457,214,192",-5.8,"1,774,900"
2008?5?,??,"33,442,645",34.2,"19,590,243,891",2.5,"29,547,096",34.4,"33,263,117,025",-5.6,"3,895,549"
2008?6?,??,"40,457,950",33.4,"23,426,990,446",1.3,"35,835,643",36.8,"39,285,438,829",-5.1,"4,622,307"
2008?7?,??,"48,590,536",39.2,"28,057,840,911",5.4,"43,469,739",41.2,"46,564,309,773",-3.1,"5,120,797"
2008?8?,??,"55,952,303",38.2,"32,406,527,429",5.7,"50,838,569",43.4,"53,686,817,315",-1.5,"5,113,734"
2008?9?,??,"62,475,952",38.0,"36,925,933,964",7.3,"57,186,314",43.7,"60,246,203,240",-1.0,"5,289,638"
2008?10?,??,"69,068,298",35.7,"41,575,881,387",8.9,"62,493,035",40.1,"66,861,033,723",0.1,"6,575,263"
2008?11?,??,"74,180,925",28.4,"45,575,614,634",7.7,"66,871,678",34.0,"73,568,653,213",-0.1,"7,309,247"
2008?12?,??,"78,802,425",23.2,"49,733,987,013",6.9,"70,580,371",27.8,"80,432,572,910",0.2,"8,222,054"
2007?,??,"63,951,549",16.4,"46,508,566,143",5.1,"55,230,514",12.2,"80,238,349,396",-1.1,"8,721,035"
2007?1?,??,"4,445,314",17.7,"3,480,209,335",11.6,"4,189,332",10.0,"6,961,629,468",0.6,"255,982"
2007?2?,??,"8,733,708",13.8,"7,212,415,328",17.0,"8,314,600",9.6,"13,975,580,054",1.6,"419,108"
2007?3?,??,"14,106,434",22.3,"11,185,347,033",19.8,"12,844,187",12.2,"21,464,907,381",7.0,"1,262,247"
2007?4?,??,"19,557,923",21.5,"15,352,343,402",18.2,"17,283,089",13.4,"28,073,040,405",6.8,"2,274,834"
2007?5?,??,"24,922,828",17.4,"19,117,434,840",13.7,"21,983,395",12.0,"35,236,492,670",5.5,"2,939,433"
2007?6?,??,"30,332,555",16.5,"23,130,282,276",13.1,"26,195,205",10.1,"41,390,960,238",3.4,"4,137,350"
2007?7?,??,"34,914,707",16.4,"26,629,295,258",10.2,"30,781,335",10.1,"48,047,261,445",3.3,"4,133,372"
2007?8?,??,"40,472,085",15.7,"30,646,834,853",7.4,"35,444,449",7.7,"54,499,115,479",0.8,"5,027,636"
2007?9?,??,"45,288,464",13.9,"34,413,958,957",5.4,"39,782,244",7.4,"60,881,656,422",0.4,"5,506,220"
2007?10?,??,"50,907,591",14.5,"38,172,429,498",5.0,"44,594,594",8.5,"66,810,101,318",-1.0,"6,312,997"
2007?11?,??,"57,755,209",15.2,"42,330,437,790",4.4,"49,899,623",10.4,"73,629,402,301",-1.1,"7,855,586"
2007?12?,??,"63,951,549",16.4,"46,508,566,143",5.1,"55,230,514",12.2,"80,238,349,396",-1.1,"8,721,035"
2006?,??,"54,939,555",21.6,"44,255,763,597",6.3,"49,234,599",28.1,"81,140,722,642",2.8,"5,704,956"
2006?1?,??,"3,777,549",-4.2,"3,119,367,731",-4.2,"3,807,142",44.7,"6,918,239,191",7.8,"-29,593"
2006?2?,??,"7,676,543",7.7,"6,164,625,120",-2.0,"7,584,481",42.1,"13,755,278,098",5.5,"92,062"
2006?3?,??,"11,531,659",7.5,"9,334,096,182",-1.3,"11,450,040",35.4,"20,069,002,455",1.0,"81,619"
2006?4?,??,"16,101,809",12.4,"12,986,200,081",3.5,"15,238,196",31.4,"26,273,716,592",-1.4,"863,613"
2006?5?,??,"21,237,308",18.2,"16,817,762,319",3.9,"19,625,050",31.7,"33,397,083,351",-0.2,"1,612,258"
2006?6?,??,"26,033,915",19.2,"20,445,340,073",4.2,"23,801,340",33.2,"40,024,078,652",2.0,"2,232,575"
2006?7?,??,"29,995,976",18.0,"24,172,420,686",5.0,"27,945,341",32.0,"46,505,101,291",1.9,"2,050,635"
2006?8?,??,"34,969,811",20.0,"28,526,645,926",7.5,"32,902,890",33.9,"54,044,917,658",3.9,"2,066,921"
2006?9?,??,"39,765,822",20.5,"32,652,406,147",7.3,"37,057,723",32.6,"60,662,352,214",4.0,"2,708,099"
2006?10?,??,"44,467,963",20.2,"36,347,801,348",7.1,"41,099,259",30.7,"67,451,090,394",3.5,"3,368,704"
2006?11?,??,"50,144,688",22.0,"40,537,756,895",7.1,"45,179,259",29.7,"74,465,723,300",3.7,"4,965,429"
2006?12?,??,"54,939,555",21.6,"44,255,763,597",6.3,"49,234,599",28.1,"81,140,722,642",2.8,"5,704,956"
2005?,??,"45,181,861",20.6,"41,613,389,469",8.8,"38,442,648",29.0,"78,894,029,727",-1.1,"6,739,213"
2005?1?,??,"3,944,011",30.2,"3,256,040,431",13.8,"2,631,335",19.7,"6,417,233,219",2.5,"1,312,676"
2005?2?,??,"7,126,099",24.4,"6,292,587,818",3.9,"5,337,450",15.1,"13,034,888,766",-5.3,"1,788,649"
2005?3?,??,"10,729,595",27.4,"9,455,364,328",2.8,"8,457,368",25.9,"19,871,777,422",1.7,"2,272,227"
2005?4?,??,"14,330,184",25.8,"12,549,484,137",2.0,"11,595,687",29.9,"26,651,400,316",3.5,"2,734,497"
2005?5?,??,"17,959,913",24.4,"16,184,221,617",1.3,"14,898,265",32.0,"33,475,942,908",3.6,"3,061,648"
2005?6?,??,"21,842,279",27.3,"19,614,046,881",8.9,"17,862,629",30.4,"39,237,595,062",1.5,"3,979,650"
2005?7?,??,"25,413,146",25.2,"23,012,561,694",8.1,"21,175,092",30.3,"45,624,426,268",1.1,"4,238,054"
2005?8?,??,"29,151,816",24.9,"26,542,557,187",8.2,"24,579,833",30.4,"52,022,807,057",-0.1,"4,571,983"
2005?9?,??,"32,998,547",24.0,"30,422,330,112",10.0,"27,941,661",31.1,"58,326,292,904",0.5,"5,056,886"
2005?10?,??,"36,981,686",22.2,"33,940,169,641",8.9,"31,453,416",29.9,"65,189,741,280",-0.4,"5,528,270"
2005?11?,??,"41,103,006",21.6,"37,834,671,264",9.8,"34,845,723",28.0,"71,801,011,922",-2.2,"6,257,283"
2005?12?,??,"45,181,861",20.6,"41,613,389,469",8.8,"38,442,648",29.0,"78,894,029,727",-1.1,"6,739,213"
2004?,??,"37,470,080",36.3,"38,253,957,311",15.0,"29,789,765",31.5,"79,786,420,605",6.4,"7,680,315"
2004?1?,??,"3,028,721",35.7,"2,861,068,747",5.6,"2,198,029",8.2,"6,261,019,839",-12.1,"830,692"
2004?2?,??,"5,726,486",31.8,"6,058,608,987",8.3,"4,637,644",19.8,"13,761,514,358",6.0,"1,088,842"
2004?3?,??,"8,423,557",25.0,"9,199,548,016",4.7,"6,719,180",12.6,"19,543,393,386",-0.6,"1,704,377"
2004?4?,??,"11,395,477",21.6,"12,303,962,826",1.8,"8,927,335",14.3,"25,761,425,827",0.8,"2,468,142"
2004?5?,??,"14,442,864",26.0,"15,978,883,779",11.9,"11,288,156",17.4,"32,313,737,025",1.4,"3,154,708"
2004?6?,??,"17,153,863",23.3,"18,016,724,580",5.4,"13,697,641",23.4,"38,654,187,322",5.1,"3,456,222"
2004?7?,??,"20,302,668",29.3,"21,291,385,307",7.5,"16,249,055",22.5,"45,118,702,230",1.0,"4,053,613"
2004?8?,??,"23,332,630",30.6,"24,527,602,908",10.5,"18,846,360",27.4,"52,085,985,127",5.8,"4,486,270"
2004?9?,??,"26,610,614",32.7,"27,662,561,543",12.3,"21,311,039",28.5,"58,055,482,222",5.2,"5,299,575"
2004?10?,??,"30,251,169",35.4,"31,179,565,094",13.5,"24,210,449",30.5,"65,464,469,282",6.1,"6,040,720"
2004?11?,??,"33,802,645",36.5,"34,446,734,198",13.9,"27,217,059",31.8,"73,383,719,664",7.0,"6,585,586"
2004?12?,??,"37,470,080",36.3,"38,253,957,311",15.0,"29,789,765",31.5,"79,786,420,605",6.4,"7,680,315"
2003?,??,"27,484,944",13.7,"33,252,294,022",-2.0,"22,650,671",19.6,"75,002,413,854",2.8,"4,834,273"
2003?1?,??,"2,231,606",43.5,"2,710,024,202",-1.6,"2,031,007",41.2,"7,120,258,899",4.0,"200,599"
2003?2?,??,"4,344,128",37.6,"5,595,245,827",3.1,"3,871,166",41.5,"12,988,352,106",-0.1,"472,962"
2003?3?,??,"6,739,825",32.7,"8,784,187,886",7.6,"5,964,964",44.4,"19,652,675,431",3.1,"774,861"
2003?4?,??,"9,367,449",35.4,"12,082,299,508",10.4,"7,810,759",34.5,"25,557,845,293",-1.1,"1,556,690"
2003?5?,??,"11,463,661",25.3,"14,274,143,643",2.3,"9,613,254",25.9,"31,868,320,469",-2.7,"1,850,407"
2003?6?,??,"13,916,031",28.0,"17,089,475,418",1.3,"11,098,549",22.3,"36,781,691,001",-3.2,"2,817,482"
2003?7?,??,"15,702,786",22.0,"19,808,312,488",-0.2,"13,265,349",23.8,"44,652,032,451",0.8,"2,437,437"
2003?8?,??,"17,867,923",17.6,"22,196,829,603",-3.0,"14,798,840",20.8,"49,245,893,403",-0.9,"3,069,083"
2003?9?,??,"20,049,919",16.8,"24,643,506,365",-3.6,"16,590,769",19.0,"55,187,462,505",-1.0,"3,459,150"
2003?10?,??,"22,347,686",15.5,"27,476,131,507",-3.4,"18,552,487",18.6,"61,688,882,076",0.2,"3,795,199"
2003?11?,??,"24,764,351",15.2,"30,243,422,767",-3.6,"20,644,823",20.1,"68,594,851,275",2.9,"4,119,528"
2003?12?,??,"27,484,944",13.7,"33,252,294,022",-2.0,"22,650,671",19.6,"75,002,413,854",2.8,"4,834,273"
2002?,??,"24,177,072",21.2,"33,929,477,168",8.9,"18,943,122",3.7,"72,992,724,651",-0.2,"5,233,950"
2002?1?,??,"1,555,306",-6.7,"2,754,725,067",-3.0,"1,438,223",-13.7,"6,846,661,185",0.1,"117,083"
2002?2?,??,"3,156,550",-9.6,"5,427,499,117",0.7,"2,735,128",-21.7,"13,001,535,434",-8.8,"421,422"
2002?3?,??,"5,079,983",-6.1,"8,160,367,927",0.5,"4,132,100",-17.8,"19,060,316,558",-4.5,"947,883"
2002?4?,??,"6,917,480",0.4,"10,946,778,321",6.6,"5,808,916",-12.4,"25,848,447,877",-0.8,"1,108,564"
2002?5?,??,"9,150,361",5.1,"13,950,139,556",4.1,"7,635,366",-7.6,"32,757,477,563",1.0,"1,514,995"
2002?6?,??,"10,869,518",4.0,"16,863,748,196",6.6,"9,073,601",-8.1,"37,990,448,397",-1.4,"1,795,917"
2002?7?,??,"12,871,167",10.3,"19,839,718,766",11.0,"10,711,129",-4.3,"44,277,910,592",1.9,"2,160,038"
2002?8?,??,"15,196,575",14.6,"22,875,603,226",12.5,"12,254,481",-2.5,"49,681,013,345",2.1,"2,942,094"
2002?9?,??,"17,158,978",15.6,"25,556,027,894",13.0,"13,939,988",-1.8,"55,719,922,347",0.7,"3,218,990"
2002?10?,??,"19,349,413",16.9,"28,445,448,398",12.7,"15,639,700",0.4,"61,585,086,752",1.3,"3,709,713"
2002?11?,??,"21,492,414",17.3,"31,384,693,254",10.8,"17,182,865",1.0,"66,660,638,824",-0.7,"4,309,549"
2002?12?,??,"24,177,072",21.2,"33,929,477,168",8.9,"18,943,122",3.7,"72,992,724,651",-0.2,"5,233,950"
2025?,??,"24,103,238",0.2,"4,905,580,396",-7.4,"25,721,086",-2.0,"29,494,645,027",-7.5,"-1,617,848"
2025?1?,??,"4,332,834",-10.4,"806,151,543",-32.5,"5,133,490",-6.1,"5,798,129,782",-22.1,"-800,656"
2025?2?,??,"9,032,871",-2.3,"1,807,888,079",-18.0,"9,741,244",-6.1,"11,274,316,953",-18.5,"-708,373"
2025?3?,??,"13,889,677",-1.7,"2,750,562,381",-17.4,"15,485,688",0.5,"17,207,230,124",-12.2,"-1,596,011"
2025?4?,??,"19,087,060",0.5,"3,884,658,345",-9.0,"20,582,274",-2.7,"23,472,305,056",-10.6,"-1,495,214"
2025?5?,??,"24,103,238",0.2,"4,905,580,396",-7.4,"25,721,086",-2.0,"29,494,645,027",-7.5,"-1,617,848"
2024?,??,"59,524,197",10.6,"12,225,869,767",-1.4,"63,767,988",5.6,"73,432,718,277",0.6,"-4,243,791"
2024?1?,??,"4,834,085",21.7,"1,194,080,879",30.4,"5,467,683",-1.9,"7,444,537,133",24.1,"-633,598"
2024?2?,??,"9,242,273",17.7,"2,203,789,284",16.0,"10,373,508",-6.2,"13,827,377,564",8.9,"-1,131,235"
2024?3?,??,"14,123,402",13.4,"3,331,375,712",9.1,"15,412,606",-5.5,"19,607,244,764",1.6,"-1,289,204"
2024?4?,??,"18,999,346",13.9,"4,267,725,291",6.2,"21,144,885",2.1,"26,268,430,155",6.9,"-2,145,539"
2024?5?,??,"24,046,391",12.5,"5,297,786,021",2.9,"26,247,289",2.2,"31,897,854,924",2.0,"-2,200,898"
2024?6?,??,"28,775,739",9.6,"6,269,498,465",-1.9,"31,007,629",2.0,"37,860,580,009",2.2,"-2,231,890"
2024?7?,??,"33,643,106",9.8,"7,335,726,713",-0.2,"36,119,116",3.4,"43,239,697,761",0.6,"-2,476,010"
2024?8?,??,"38,557,240",10.4,"8,348,006,322",-0.2,"41,781,542",4.9,"50,065,451,221",2.3,"-3,224,302"
2024?9?,??,"43,506,586",10.1,"9,330,876,779",-0.8,"47,203,352",5.5,"55,552,733,170",1.9,"-3,696,766"
2024?10?,??,"49,233,470",11.3,"10,293,021,474",0.4,"53,006,180",6.2,"62,145,503,666",1.7,"-3,772,710"
2024?11?,??,"54,543,550",10.7,"11,218,216,070",-0.7,"58,165,412",5.9,"67,084,571,968",1.0,"-3,621,862"
2024?12?,??,"59,524,197",10.6,"12,225,869,767",-1.4,"63,767,988",5.6,"73,432,718,277",0.6,"-4,243,791"
2023?,??,"53,801,137",-0.9,"12,401,650,394",16.6,"60,406,829",-11.6,"73,017,309,490",0.7,"-6,605,692"
2023?1?,??,"3,970,801",-7.5,"915,506,927",-7.1,"5,575,718",-16.8,"5,999,026,465",-19.3,"-1,604,917"
2023?2?,??,"7,855,337",-4.7,"1,899,893,875",6.0,"11,062,238",-2.8,"12,700,430,336",0.7,"-3,206,901"
2023?3?,??,"12,450,769",-5.5,"3,054,570,258",10.3,"16,302,743",-8.3,"19,293,291,512",0.5,"-3,851,974"
2023?4?,??,"16,673,645",-3.3,"4,018,131,045",9.9,"20,709,983",-9.8,"24,579,846,533",-3.5,"-4,036,338"
2023?5?,??,"21,369,017",-0.5,"5,149,650,344",11.5,"25,674,065",-10.0,"31,283,752,940",-1.7,"-4,305,048"
2023?6?,??,"26,244,649",0.1,"6,391,817,944",16.4,"30,398,663",-10.8,"37,027,988,318",-1.1,"-4,154,014"
2023?7?,??,"30,635,952",-2.0,"7,348,812,592",13.6,"34,937,267",-12.8,"42,979,166,739",-1.5,"-4,301,315"
2023?8?,??,"34,932,828",-3.2,"8,363,872,779",11.9,"39,845,129",-13.8,"48,927,474,185",-2.8,"-4,912,301"
2023?9?,??,"39,526,502",-3.5,"9,403,897,776",13.0,"44,752,453",-13.8,"54,494,569,061",-2.4,"-5,225,951"
2023?10?,??,"44,217,418",-2.8,"10,254,290,945",15.3,"49,925,776",-12.5,"61,110,767,192",-0.8,"-5,708,358"
2023?11?,??,"49,256,624",-1.3,"11,292,211,181",15.2,"54,942,686",-11.8,"66,407,976,977",-0.8,"-5,686,062"
2023?12?,??,"53,801,137",-0.9,"12,401,650,394",16.6,"60,406,829",-11.6,"73,017,309,490",0.7,"-6,605,692"
2022?,??,"54,270,298",18.1,"10,638,346,502",-10.6,"68,296,317",27.8,"72,536,256,689",-5.7,"-14,026,019"
2022?1?,??,"4,291,134",31.8,"985,327,832",15.0,"6,699,972",80.9,"7,433,708,341",28.9,"-2,408,838"
2022?2?,??,"8,245,091",27.9,"1,792,881,755",4.6,"11,384,898",55.9,"12,616,676,820",0.0,"-3,139,807"
2022?3?,??,"13,169,448",31.1,"2,770,155,658",0.1,"17,771,897",60.5,"19,205,608,558",2.1,"-4,602,449"
2022?4?,??,"17,237,209",27.4,"3,655,441,314",-6.4,"22,960,848",53.7,"25,458,708,845",1.8,"-5,723,639"
2022?5?,??,"21,481,815",26.9,"4,617,777,520",-8.9,"28,533,912",51.8,"31,815,311,959",2.9,"-7,052,097"
2022?6?,??,"26,217,450",26.3,"5,492,749,620",-10.3,"34,063,926",47.1,"37,440,330,980",1.4,"-7,846,476"
2022?7?,??,"31,276,172",27.8,"6,466,772,697",-8.0,"40,065,902",42.7,"43,636,343,367",-1.1,"-8,789,730"
2022?8?,??,"36,082,124",26.5,"7,477,569,131",-7.9,"46,208,034",40.5,"50,354,178,746",-1.1,"-10,125,910"
2022?9?,??,"40,942,957",25.2,"8,319,137,586",-8.0,"51,911,458",38.9,"55,850,683,554",-1.3,"-10,968,501"
2022?10?,??,"45,471,440",22.7,"8,896,777,821",-12.1,"57,052,301",34.4,"61,586,369,954",-2.8,"-11,580,861"
2022?11?,??,"49,916,326",20.7,"9,805,659,047",-11.0,"62,323,869",31.8,"66,959,515,590",-4.7,"-12,407,543"
2022?12?,??,"54,270,298",18.1,"10,638,346,502",-10.6,"68,296,317",27.8,"72,536,256,689",-5.7,"-14,026,019"
2021?,??,"45,948,414",21.9,"11,906,138,108",-12.3,"53,451,425",38.5,"76,938,822,027",2.0,"-7,503,011"
2021?1?,??,"3,255,848",5.5,"856,963,975",-19.5,"3,702,705",0.8,"5,765,676,331",-18.1,"-446,857"
2021?2?,??,"6,445,810",2.1,"1,714,769,328",-28.2,"7,303,145",3.2,"12,618,520,210",-8.6,"-857,335"
