? ?? ?????  ???????(2020=100) [2020=100],,,,,,,
??-?????,??,????(???),????? ????(???),????? ????(???),????(????),????? ????(????),????? ????(????)
??,2016.01 ?,106.476,109.181,90.807,,,
??,2016.02 ?,98.902,101.217,90.633,,,
??,2016.03 ?,119.539,121.35,88.205,,,
??,2016.04 ?,112.075,114.27,88.205,,,
??,2016.05 ?,114.38,112.389,91.327,,,
??,2016.06 ?,114.929,112.5,97.658,,,
??,2016.07 ?,109.111,110.951,93.322,,,
??,2016.08 ?,104.061,102.323,93.322,,,
??,2016.09 ?,105.928,103.982,92.541,,,
??,2016.10 ?,116.246,114.934,89.072,,,
??,2016.11 ?,118.99,118.363,88.205,,,
??,2016.12 ?,118.99,119.358,87.337,,,
??,2017.01 ?,105.159,103.761,91.587,,,
??,2017.02 ?,110.648,109.956,94.536,,,
??,2017.03 ?,120.966,122.456,92.108,,,
??,2017.04 ?,117.234,117.035,91.847,,,
??,2017.05 ?,117.014,114.381,98.179,,,
??,2017.06 ?,115.368,116.372,97.051,,,
??,2017.07 ?,111.087,109.735,91.847,,,
??,2017.08 ?,103.403,101.659,89.766,,,
??,2017.09 ?,120.088,118.916,89.419,,,
??,2017.10 ?,102.086,102.987,89.853,,,
??,2017.11 ?,119.978,117.588,92.715,,,
??,2017.12 ?,109.989,110.951,90.98,,,
??,2018.01 ?,109.44,108.96,97.138,,,
??,2018.02 ?,98.024,99.889,94.796,,,
??,2018.03 ?,115.368,116.925,91.934,,,
??,2018.04 ?,114.27,113.717,90.807,,,
??,2018.05 ?,116.575,117.478,93.235,,,
??,2018.06 ?,115.368,114.159,98.179,,,
??,2018.07 ?,110.867,110.841,97.398,,,
??,2018.08 ?,109.001,108.628,97.138,,,
??,2018.09 ?,106.586,105.642,95.837,,,
??,2018.10 ?,120.198,120.686,93.495,,,
??,2018.11 ?,118.551,117.588,93.755,,,
??,2018.12 ?,113.941,114.049,92.541,,,
??,2019.01 ?,116.465,115.819,96.531,,,
??,2019.02 ?,94.951,96.018,95.924,,,
??,2019.03 ?,117.783,119.027,97.051,,,
??,2019.04 ?,120.088,119.912,95.23,,,
??,2019.05 ?,120.088,119.69,91.5,,,
??,2019.06 ?,109.221,108.186,93.235,,,
??,2019.07 ?,117.234,113.827,94.97,,,
??,2019.08 ?,104.391,101.438,97.311,,,
??,2019.09 ?,105.269,102.765,98.179,,,
??,2019.10 ?,118.332,116.814,96.964,,,
??,2019.11 ?,111.745,110.288,97.398,,,
??,2019.12 ?,113.831,112.279,96.357,,,
??,2020.01 ?,98.3,98.4,99.2,,,
??,2020.02 ?,101.5,98.9,98.3,,,
??,2020.03 ?,107.3,108.3,93.5,,,
??,2020.04 ?,94.8,90.1,95.4,,,
??,2020.05 ?,82.1,80.9,95.5,,,
??,2020.06 ?,90.5,91.3,97.5,,,
??,2020.07 ?,100.9,100.7,102.5,,,
??,2020.08 ?,83.7,86.4,101.3,,,
??,2020.09 ?,103.7,106.3,99.9,,,
??,2020.10 ?,102.7,104.1,101.4,,,
??,2020.11 ?,104.3,107,103.6,,,
??,2020.12 ?,112.3,113.8,107.6,,,
??,2021.01 ?,104.7,107.4,109.1,,,
??,2021.02 ?,96.9,95.7,116.6,,,
??,2021.03 ?,117.9,121.9,116.7,,,
??,2021.04 ?,120.4,117.2,124.6,,,
??,2021.05 ?,109.7,108.5,128.8,,,
??,2021.06 ?,114.1,113,134.1,,,
??,2021.07 ?,111.7,111,138.6,,,
??,2021.08 ?,99.2,98.7,143.4,,,
??,2021.09 ?,100.5,101.4,143.9,,,
??,2021.10 ?,108.6,106.7,148.8,,,
??,2021.11 ?,117.7,116.2,149.8,,,
??,2021.12 ?,124.4,126.7,148.7,,,
??,2022.01 ?,109.4,110.4,152.9,,,
??,2022.02 ?,101.4,102.7,152.7,,,
??,2022.03 ?,123.1,122.9,157.7,,,
??,2022.04 ?,120.1,120.9,156.8,,,
??,2022.05 ?,119.6,119.7,155.1,,,
??,2022.06 ?,120.4,116.9,163.9,,,
??,2022.07 ?,116.5,116.9,170.4,,,
??,2022.08 ?,110,113.7,185.1,,,
??,2022.09 ?,115.7,121.9,176.1,,,
??,2022.10 ?,122.5,125.5,189.3,,,
??,2022.11 ?,126.2,127.8,191.5,,,
??,2022.12 ?,125.9,131.4,181.6,,,
??,2023.01 ?,111.9,116.1,181.8,,,
??,2023.02 ?,114.1,118.6,179.3,,,
??,2023.03 ?,129.8,137.7,176.7,,,
??,2023.04 ?,121.7,126.1,172.6,,,
??,2023.05 ?,118.5,124.2,169.2,,,
??,2023.06 ?,120.2,129.1,164.7,,,
??,2023.07 ?,108.2,112.2,166.9,,,
??,2023.08 ?,104.2,111.2,174.2,,,
??,2023.09 ?,106.8,108.7,161.1,,,
??,2023.10 ?,115.5,117.4,166.2,,,
??,2023.11 ?,120.6,122.6,171.5,,,
??,2023.12 ?,115.4,119,165.2,,,
??,2024.01 ?,120.1,121,166.5,,,
??,2024.02 ?,106.9,108.8,167.9,,,
??,2024.03 ?,123.9,130.9,160.2,,,
??,2024.04 ?,126.1,130.7,160.7,,,
??,2024.05 ?,123.2,124.4,165,,,
??,2024.06 ?,115.8,118.6,159,,,
??,2024.07 ?,111.8,113,162.9,,,
??,2024.08 ?,108.1,110.6,166.9,,,
??,2024.09 ?,101.1,106.9,163,,,
??,2024.10 ?,118.9,125.1,165.4,,,
??,2024.11 ?,117.8,116.3,174.4,,,
??,2024.12 ?,110.8,120.9,163.9,,,
??,2025.01 ?,99.8,102.4,164.7,,,
??,2025.02 ?,109.5,111.5,167,,,
??,2025.03 ?,115.5,120.3,160.9,,,
??,2025.04 ?,119.4,129.4,162,,,
??,2002.01 ?,76.329,77.143,60.197,,,
??,2002.02 ?,67.538,72.148,59.352,,,
??,2002.03 ?,79.95,87.332,56.722,,,
??,2002.04 ?,81.632,85.586,60.205,,,
??,2002.05 ?,84.316,91.698,58.316,,,
??,2002.06 ?,73.929,78.818,55.445,,,
??,2002.07 ?,76.048,78.366,57.785,,,
??,2002.08 ?,73.761,77.477,58.803,,,
??,2002.09 ?,73.501,78.233,57.881,,,
??,2002.10 ?,80.262,82.754,58.465,,,
??,2002.11 ?,78.642,82.291,55.743,,,
??,2002.12 ?,81.266,83.955,56.958,,,
??,2003.01 ?,77.342,80.967,60.267,,,
??,2003.02 ?,74.278,78.571,61.344,,,
??,2003.03 ?,83.944,89.804,60.897,,,
??,2003.04 ?,80.793,83.629,63.177,,,
??,2003.05 ?,79.354,83.369,63.934,,,
??,2003.06 ?,77.666,82.482,63.724,,,
??,2003.07 ?,77.394,80.717,65.855,,,
??,2003.08 ?,71.735,76.386,66.435,,,
??,2003.09 ?,74.915,80.452,67.716,,,
??,2003.10 ?,84.776,93.583,65.801,,,
??,2003.11 ?,81.515,91.839,64.922,,,
??,2003.12 ?,85.17,94.948,66.718,,,
??,2004.01 ?,77.381,87.819,66.315,,,
??,2004.02 ?,83.514,88.879,67.432,,,
??,2004.03 ?,89.744,99.37,66.58,,,
??,2004.04 ?,87.419,94.905,65.74,,,
??,2004.05 ?,83.451,89.813,71.04,,,
??,2004.06 ?,83.364,91.43,63.645,,,
??,2004.07 ?,78.675,85.048,69.64,,,
??,2004.08 ?,75.032,84.737,65.337,,,
??,2004.09 ?,76.697,84.071,67.989,,,
??,2004.10 ?,84.575,93.078,70.26,,,
??,2004.11 ?,84.665,93.798,73.296,,,
??,2004.12 ?,86.678,97.362,74.174,,,
??,2005.01 ?,82.341,90.263,78.435,,,
??,2005.02 ?,67.706,76.883,73.043,,,
??,2005.03 ?,87.22,98.744,71.462,,,
??,2005.04 ?,83.351,93.467,71.39,,,
??,2005.05 ?,84.023,94.692,68.945,,,
??,2005.06 ?,87.135,96.765,71.749,,,
??,2005.07 ?,82.173,90.922,73.834,,,
??,2005.08 ?,80.575,92.336,69.017,,,
??,2005.09 ?,85.705,95.916,71.102,,,
??,2005.10 ?,89.069,99.402,69.881,,,
??,2005.11 ?,90.584,102.323,71.03,,,
??,2005.12 ?,89.323,98.837,72.828,,,
??,2006.01 ?,84.443,92.148,76.71,,,
??,2006.02 ?,80.491,91.394,73.331,,,
??,2006.03 ?,93.443,105.056,74.41,,,
??,2006.04 ?,92.098,105.15,75.919,,,
??,2006.05 ?,94.032,107.129,76.782,,,
??,2006.06 ?,92.265,103.359,70.527,,,
??,2006.07 ?,88.061,99.685,73.762,,,
??,2006.08 ?,87.472,99.779,72.54,,,
??,2006.09 ?,96.724,112.028,71.246,,,
??,2006.10 ?,88.228,100.439,70.815,,,
??,2006.11 ?,95.546,109.107,69.809,,,
??,2006.12 ?,92.35,106.186,67.724,,,
??,2007.01 ?,93.275,105.62,70.312,,,
??,2007.02 ?,85.2,97.989,70.312,,,
??,2007.03 ?,100.255,114.006,73.69,,,
??,2007.04 ?,95.966,110.049,77.429,,,
??,2007.05 ?,98.489,113.723,79.37,,,
??,2007.06 ?,99.499,113.723,79.658,,,
??,2007.07 ?,92.265,108.447,76.206,,,
??,2007.08 ?,90.499,102.983,72.684,,,
??,2007.09 ?,90.751,105.432,73.978,,,
??,2007.10 ?,103.032,116.173,77.141,,,
??,2007.11 ?,103.788,118.435,78.363,,,
??,2007.12 ?,97.732,117.399,73.475,,,
??,2008.01 ?,103.284,115.514,73.762,,,
??,2008.02 ?,84.864,99.59,68.155,,,
??,2008.03 ?,104.713,118.151,70.096,,,
??,2008.04 ?,100.424,113.442,75.128,,,
??,2008.05 ?,97.732,114.006,76.638,,,
??,2008.06 ?,97.06,110.804,73.331,,,
??,2008.07 ?,94.957,104.207,73.187,,,
??,2008.08 ?,86.546,95.916,73.043,,,
??,2008.09 ?,93.78,108.636,71.533,,,
??,2008.10 ?,100.34,107.034,81.599,,,
??,2008.11 ?,88.145,95.162,84.331,,,
??,2008.12 ?,75.613,92.148,68.371,,,
??,2009.01 ?,65.267,73.02,71.822,,,
??,2009.02 ?,71.66,81.689,70.384,,,
??,2009.03 ?,79.061,91.488,69.881,,,
??,2009.04 ?,77.294,89.603,67.939,,,
??,2009.05 ?,73.678,84.798,65.711,,,
??,2009.06 ?,83.434,94.786,67.652,,,
??,2009.07 ?,83.602,92.9,73.115,,,
??,2009.08 ?,81.416,92.336,67.796,,,
??,2009.09 ?,93.948,107.317,68.73,,,
??,2009.10 ?,89.323,99.779,70.599,,,
??,2009.11 ?,88.145,99.968,67.004,,,
??,2009.12 ?,92.686,103.925,64.057,,,
??,2010.01 ?,85.238,94.48,73.161,,,
??,2010.02 ?,76.771,84.947,77.972,,,
??,2010.03 ?,96.245,110.262,74.001,,,
??,2010.04 ?,100.102,110.897,76.751,,,
??,2010.05 ?,96.434,108.461,78.277,,,
??,2010.06 ?,99.067,111.003,78.201,,,
??,2010.07 ?,96.621,107.085,79.042,,,
??,2010.08 ?,90.412,102.212,74.765,,,
??,2010.09 ?,91.259,104.013,75.758,,,
??,2010.10 ?,102.36,117.676,77.285,,,
??,2010.11 ?,95.68,109.309,76.063,,,
??,2010.12 ?,98.597,110.579,75.146,,,
??,2011.01 ?,94.552,105.072,77.209,,,
??,2011.02 ?,81.286,92.573,77.514,,,
??,2011.03 ?,102.455,113.758,83.318,,,
??,2011.04 ?,101.419,116.617,81.714,,,
??,2011.05 ?,100.102,110.156,88.892,,,
??,2011.06 ?,103.584,114.286,84.463,,,
??,2011.07 ?,93.516,102,83.013,,,
??,2011.08 ?,96.527,106.025,82.784,,,
??,2011.09 ?,94.928,106.979,83.853,,,
??,2011.10 ?,99.538,113.121,82.631,,,
??,2011.11 ?,98.88,111.851,83.624,,,
??,2011.12 ?,100.384,112.698,83.318,,,
??,2012.01 ?,88.249,101.576,85.991,,,
??,2012.02 ?,95.21,107.72,89.657,,,
??,2012.03 ?,102.83,121.172,90.191,,,
??,2012.04 ?,100.009,114.286,91.489,,,
??,2012.05 ?,102.83,116.087,93.933,,,
??,2012.06 ?,102.266,116.299,91.718,,,
??,2012.07 ?,96.998,109.732,90.268,,,
??,2012.08 ?,91.824,102.106,93.246,,,
??,2012.09 ?,97.092,110.686,95.46,,,
??,2012.10 ?,98.785,112.592,95.002,,,
??,2012.11 ?,102.83,114.393,101.265,,,
??,2012.12 ?,100.667,115.982,101.723,,,
??,2013.01 ?,100.667,109.52,104.854,,,
??,2013.02 ?,89.094,99.034,109.666,,,
??,2013.03 ?,103.019,122.442,106.229,,,
??,2013.04 ?,104.524,115.558,104.319,,,
??,2013.05 ?,106.312,118.841,104.167,,,
??,2013.06 ?,103.677,117.994,106,,,
??,2013.07 ?,97.656,108.249,102.41,,,
??,2013.08 ?,102.36,110.579,104.701,,,
??,2013.09 ?,98.408,111.745,100.196,,,
??,2013.10 ?,108.287,117.782,102.869,,,
??,2013.11 ?,102.266,112.91,108.214,,,
??,2013.12 ?,105.748,119.689,108.214,,,
??,2014.01 ?,100.761,107.402,117.76,,,
??,2014.02 ?,95.587,104.861,117.989,,,
??,2014.03 ?,106.782,119.9,112.414,,,
??,2014.04 ?,107.535,116.617,108.061,,,
??,2014.05 ?,102.078,113.758,110.276,,,
??,2014.06 ?,104.242,113.545,108.825,,,
??,2014.07 ?,105.089,109.732,116.539,,,
??,2014.08 ?,93.516,104.542,116.844,,,
??,2014.09 ?,96.809,106.555,114.018,,,
??,2014.10 ?,103.302,114.71,117.76,,,
??,2014.11 ?,97.28,109.309,112.414,,,
??,2014.12 ?,101.513,110.897,109.284,,,
??,2015.01 ?,93.642,102.682,113.118,,,
??,2015.02 ?,81.31,91.738,108.28,,,
??,2015.03 ?,101.927,111.91,109.355,,,
??,2015.04 ?,102.987,111.373,117.634,,,
??,2015.05 ?,95.279,109.12,106.989,,,
??,2015.06 ?,103.083,112.661,112.796,,,
??,2015.07 ?,99.422,109.227,118.065,,,
??,2015.08 ?,88.728,100.215,111.72,,,
??,2015.09 ?,94.22,106.009,100.968,,,
??,2015.10 ?,99.133,112.339,99.032,,,
??,2015.11 ?,96.628,108.047,97.957,,,
??,2015.12 ?,99.807,112.124,94.301,,,
??,2016.01 ?,94.605,103.97,104.194,,,
??,2016.02 ?,85.645,97.425,99.785,,,
??,2016.03 ?,102.987,113.948,106.452,,,
??,2016.04 ?,101.06,111.91,108.065,,,
??,2016.05 ?,102.312,113.948,104.946,,,
??,2016.06 ?,106.166,116.524,105.484,,,
??,2016.07 ?,105.106,112.876,113.548,,,
??,2016.08 ?,100.963,107.511,106.667,,,
??,2016.09 ?,99.422,105.15,106.774,,,
??,2016.10 ?,105.202,108.906,92.688,,,
??,2016.11 ?,108.285,118.026,93.333,,,
??,2016.12 ?,113.776,121.567,100.968,,,
??,2017.01 ?,97.881,108.476,99.57,,,
??,2017.02 ?,97.977,106.438,100.86,,,
??,2017.03 ?,109.056,121.137,97.097,,,
??,2017.04 ?,105.202,115.987,97.849,,,
??,2017.05 ?,104.913,112.983,107.204,,,
??,2017.06 ?,110.308,118.348,100,,,
??,2017.07 ?,107.803,111.695,103.118,,,
??,2017.08 ?,103.854,110.515,102.473,,,
??,2017.09 ?,116.57,123.391,96.989,,,
??,2017.10 ?,107.225,108.155,105.806,,,
??,2017.11 ?,117.245,117.382,104.946,,,
??,2017.12 ?,109.441,114.27,99.785,,,
??,2018.01 ?,116.378,112.554,104.194,,,
??,2018.02 ?,91.618,100.322,99.355,,,
??,2018.03 ?,106.744,117.167,102.151,,,
??,2018.04 ?,103.372,109.871,97.634,,,
??,2018.05 ?,106.936,111.373,107.097,,,
??,2018.06 ?,103.757,117.597,94.194,,,
??,2018.07 ?,106.647,112.339,95.161,,,
??,2018.08 ?,102.119,105.901,98.172,,,
??,2018.09 ?,98.651,106.223,91.935,,,
??,2018.10 ?,111.272,116.202,101.183,,,
??,2018.11 ?,108.863,117.489,101.29,,,
??,2018.12 ?,104.624,115.987,94.301,,,
??,2019.01 ?,98.073,109.657,108.71,,,
??,2019.02 ?,84.682,93.562,106.882,,,
??,2019.03 ?,105.106,111.266,104.194,,,
??,2019.04 ?,104.239,106.33,108.817,,,
??,2019.05 ?,102.408,103.97,110.43,,,
??,2019.06 ?,98.459,102.468,101.935,,,
??,2019.07 ?,94.605,101.931,107.204,,,
??,2019.08 ?,92.775,96.567,105.054,,,
??,2019.09 ?,93.834,96.245,102.903,,,
??,2019.10 ?,103.854,97.103,95.269,,,
??,2019.11 ?,105.106,104.185,98.925,,,
??,2019.12 ?,105.684,107.511,92.366,,,
??,2020.01 ?,93.3,93.5,109.1,,,
??,2020.02 ?,94.3,96.3,105.6,,,
??,2020.03 ?,108.3,115.3,112.4,,,
??,2020.04 ?,96.9,96,100.3,,,
??,2020.05 ?,92.5,88,97.8,,,
??,2020.06 ?,98,94.5,100.9,,,
??,2020.07 ?,101.3,96.9,105.4,,,
??,2020.08 ?,92.8,89.6,114.3,,,
??,2020.09 ?,107.7,111.6,94.3,,,
??,2020.10 ?,102.7,104.1,92.8,,,
??,2020.11 ?,100.3,100,85.2,,,
??,2020.12 ?,112,114.2,81.9,,,
??,2021.01 ?,123.3,114.1,89.8,,,
??,2021.02 ?,113.5,105.5,103.9,,,
??,2021.03 ?,123.2,120.1,98.1,,,
??,2021.04 ?,122.1,116.7,88.2,,,
??,2021.05 ?,111,107.1,86.6,,,
??,2021.06 ?,120.1,116.3,80.3,,,
??,2021.07 ?,110.6,103.8,98.6,,,
??,2021.08 ?,103.8,99.5,108.5,,,
??,2021.09 ?,105.1,101.1,100.6,,,
??,2021.10 ?,108.4,102.4,85.6,,,
??,2021.11 ?,114,108,90.6,,,
??,2021.12 ?,116.7,110.4,89.9,,,
??,2022.01 ?,104.3,105.5,85.7,,,
??,2022.02 ?,99.7,97.4,82.9,,,
??,2022.03 ?,113,109.4,89.1,,,
??,2022.04 ?,114.3,108.3,86.8,,,
??,2022.05 ?,124.2,117.3,101.6,,,
??,2022.06 ?,116.2,111.8,111.2,,,
??,2022.07 ?,121.3,116.4,101.8,,,
??,2022.08 ?,118.9,112.1,108.9,,,
??,2022.09 ?,127.8,123.9,99.7,,,
??,2022.10 ?,116.4,111.8,98.2,,,
??,2022.11 ?,125.8,115.8,139.4,,,
??,2022.12 ?,119.8,115.7,96.8,,,
??,2023.01 ?,104.6,104.3,120.2,,,
??,2023.02 ?,107.7,106.9,140,,,
??,2023.03 ?,121.5,121.2,136.8,,,
??,2023.04 ?,119,116,137.7,,,
??,2023.05 ?,117.6,119.7,133.9,,,
??,2023.06 ?,118.7,121,112.5,,,
??,2023.07 ?,123.6,114.3,117.1,,,
??,2023.08 ?,125.1,109.1,130.9,,,
??,2023.09 ?,116.8,119.2,111.8,,,
??,2023.10 ?,123.3,116.8,115.4,,,
??,2023.11 ?,131.5,119.4,110.3,,,
??,2023.12 ?,119.9,118.5,104.1,,,
??,2024.01 ?,144.2,128.5,122.3,,,
??,2024.02 ?,137.8,113.6,131.8,,,
??,2024.03 ?,150.8,125.2,104.3,,,
??,2024.04 ?,146.2,124.5,111.6,,,
??,2024.05 ?,176.6,131.2,116.6,,,
??,2024.06 ?,148.4,118.3,106,,,
??,2024.07 ?,144.6,112.8,113.8,,,
??,2024.08 ?,139.5,112,105.1,,,
??,2024.09 ?,144.4,112.4,106.6,,,
??,2024.10 ?,144.2,113.7,133.3,,,
??,2024.11 ?,134.9,114.6,130.1,,,
??,2024.12 ?,141.8,122.1,134.5,,,
??,2025.01 ?,123.3,101.8,141.1,,,
??,2025.02 ?,133.7,109.6,140.3,,,
??,2025.03 ?,160.9,118.2,136.3,,,
??,2025.04 ?,152.2,121.9,142.9,,,
??,2002.01 ?,41.767,42.466,31.446,,,
??,2002.02 ?,38.839,41.155,29.292,,,
??,2002.03 ?,49.068,52.181,28.326,,,
??,2002.04 ?,50.372,53.447,28.408,,,
??,2002.05 ?,50.498,54.092,27.5,,,
??,2002.06 ?,49.085,50.847,28.139,,,
??,2002.07 ?,43.112,45.784,27.521,,,
??,2002.08 ?,48.594,49.73,26.73,,,
??,2002.09 ?,48.233,51.125,28.351,,,
??,2002.10 ?,54.156,56.729,30.316,,,
??,2002.11 ?,52.702,56.13,29.235,,,
??,2002.12 ?,49.279,51.11,32.796,,,
??,2003.01 ?,43.829,43.262,38.688,,,
??,2003.02 ?,42.772,44.562,41.736,,,
??,2003.03 ?,50.582,53.346,43.4,,,
??,2003.04 ?,49.385,50.424,45.482,,,
??,2003.05 ?,44.883,49.095,42.366,,,
??,2003.06 ?,47.21,49.519,41.635,,,
??,2003.07 ?,42.842,44.675,41.947,,,
??,2003.08 ?,40.485,41.531,38.523,,,
??,2003.09 ?,46.126,51.739,35.288,,,
??,2003.10 ?,49.294,53.205,32.921,,,
??,2003.11 ?,42.69,47.628,33.619,,,
??,2003.12 ?,46.007,50.474,27.823,,,
??,2004.01 ?,37.854,39.614,28.21,,,
??,2004.02 ?,42.786,42.89,37.698,,,
??,2004.03 ?,47.112,50.477,38.961,,,
??,2004.04 ?,45.807,49.095,31.634,,,
??,2004.05 ?,43.643,46.685,31.749,,,
??,2004.06 ?,47.755,49.861,33.248,,,
??,2004.07 ?,49.848,50.446,37.712,,,
??,2004.08 ?,50.702,51.468,37.909,,,
??,2004.09 ?,57.296,60.719,38.587,,,
??,2004.10 ?,62.979,66.764,38.235,,,
??,2004.11 ?,65.509,67.758,44.145,,,
??,2004.12 ?,64.46,69.097,42.996,,,
??,2005.01 ?,55.904,59.63,45.115,,,
??,2005.02 ?,50.681,55.395,41.373,,,
??,2005.03 ?,67.035,74.919,40.225,,,
??,2005.04 ?,66.226,71.94,41.633,,,
??,2005.05 ?,63.117,68.632,40.411,,,
??,2005.06 ?,66.35,68.896,39.892,,,
??,2005.07 ?,65.232,70.484,32.78,,,
??,2005.08 ?,55.779,61.285,31.373,,,
??,2005.09 ?,53.54,55.461,33.706,,,
??,2005.10 ?,67.967,70.418,32.077,,,
??,2005.11 ?,69.833,71.08,32.521,,,
??,2005.12 ?,64.548,66.05,33.336,,,
??,2006.01 ?,59.075,59.233,32.484,,,
??,2006.02 ?,59.697,63.006,33.077,,,
??,2006.03 ?,67.47,72.006,34.003,,,
??,2006.04 ?,64.734,65.786,36.743,,,
??,2006.05 ?,68.714,72.469,35.188,,,
??,2006.06 ?,71.947,75.315,36.077,,,
??,2006.07 ?,69.522,70.352,36.003,,,
??,2006.08 ?,55.655,59.564,33.299,,,
??,2006.09 ?,84.757,83.059,38.262,,,
??,2006.10 ?,75.119,77.434,39.484,,,
??,2006.11 ?,88.923,89.942,39.966,,,
??,2006.12 ?,80.28,82.795,40.003,,,
??,2007.01 ?,79.098,79.088,45.559,,,
??,2007.02 ?,68.527,70.021,44.67,,,
??,2007.03 ?,83.825,88.618,44.67,,,
??,2007.04 ?,78.166,82.463,45.337,,,
??,2007.05 ?,77.854,82.199,45.559,,,
??,2007.06 ?,78.352,83.787,45.374,,,
??,2007.07 ?,62.558,72.668,46.485,,,
??,2007.08 ?,71.637,77.367,43.892,,,
??,2007.09 ?,70.206,74.787,43.262,,,
??,2007.10 ?,85.503,88.882,46.559,,,
??,2007.11 ?,86.872,90.339,43.855,,,
??,2007.12 ?,74.062,77.234,42.966,,,
??,2008.01 ?,71.139,73.264,45.115,,,
??,2008.02 ?,60.754,64.594,45.041,,,
??,2008.03 ?,78.29,82.331,50.374,,,
??,2008.04 ?,75.928,81.867,52.486,,,
??,2008.05 ?,74.621,79.22,53.411,,,
??,2008.06 ?,74.435,76.573,56.819,,,
??,2008.07 ?,68.9,80.743,52.189,,,
??,2008.08 ?,64.485,70.881,51.745,,,
??,2008.09 ?,67.346,70.484,53.486,,,
??,2008.10 ?,82.083,82.529,53.708,,,
??,2008.11 ?,72.072,78.426,49.93,,,
??,2008.12 ?,62.992,67.705,46.041,,,
??,2009.01 ?,45.581,51.027,45.041,,,
??,2009.02 ?,56.961,62.079,44.226,,,
??,2009.03 ?,64.05,70.286,44.262,,,
??,2009.04 ?,69.335,74.984,43.448,,,
??,2009.05 ?,77.046,81.471,43.818,,,
??,2009.06 ?,80.528,89.545,41.337,,,
??,2009.07 ?,77.793,82.463,38.67,,,
??,2009.08 ?,56.961,61.749,36.966,,,
??,2009.09 ?,91.97,93.251,36.262,,,
??,2009.10 ?,85.628,86.765,36.225,,,
??,2009.11 ?,90.851,92.391,35.262,,,
??,2009.12 ?,86.872,90.008,39.225,,,
??,2010.01 ?,75.489,78.053,36.385,,,
??,2010.02 ?,62.125,66.154,36.618,,,
??,2010.03 ?,84.338,87.762,37.704,,,
??,2010.04 ?,87.565,91.95,38.829,,,
??,2010.05 ?,92.45,94.806,42.01,,,
??,2010.06 ?,98.256,101.945,42.32,,,
??,2010.07 ?,99.178,104.325,41.467,,,
??,2010.08 ?,87.288,92.998,38.053,,,
??,2010.09 ?,94.293,95.853,37.781,,,
??,2010.10 ?,107.382,108.704,38.053,,,
??,2010.11 ?,112.451,114.605,36.928,,,
??,2010.12 ?,105.17,105.087,39.333,,,
??,2011.01 ?,103.97,102.992,40.536,,,
??,2011.02 ?,85.721,86.525,40.458,,,
??,2011.03 ?,106.551,108.513,42.397,,,
??,2011.04 ?,102.312,104.896,42.979,,,
??,2011.05 ?,99.639,101.183,44.531,,,
??,2011.06 ?,107.382,108.608,45.539,,,
??,2011.07 ?,100.468,104.23,43.096,,,
??,2011.08 ?,91.344,92.711,46.393,,,
??,2011.09 ?,96.966,99.565,46.354,,,
??,2011.10 ?,97.612,99.756,44.376,,,
??,2011.11 ?,106.828,107.847,47.401,,,
??,2011.12 ?,99.639,102.897,46.005,,,
??,2012.01 ?,85.536,90.903,43.949,,,
??,2012.02 ?,94.938,97.947,43.057,,,
??,2012.03 ?,97.887,101.089,46.315,,,
??,2012.04 ?,92.91,98.042,43.367,,,
??,2012.05 ?,98.625,104.23,42.63,,,
??,2012.06 ?,98.256,102.04,43.096,,,
??,2012.07 ?,93.463,98.423,40.148,,,
??,2012.08 ?,78.9,85.764,40.962,,,
??,2012.09 ?,89.684,96.996,37.549,,,
??,2012.10 ?,84.799,89.381,39.1,,,
??,2012.11 ?,105.077,106.038,40.885,,,
??,2012.12 ?,87.933,91.569,38.402,,,
??,2013.01 ?,96.689,95.948,41.932,,,
??,2013.02 ?,77.333,80.528,40.574,,,
??,2013.03 ?,100.191,103.182,42.553,,,
??,2013.04 ?,104.985,107.751,45.113,,,
??,2013.05 ?,104.708,109.084,45.113,,,
??,2013.06 ?,103.326,107.562,45.384,,,
??,2013.07 ?,94.2,99.28,43.833,,,
??,2013.08 ?,90.146,96.329,44.337,,,
??,2013.09 ?,83.509,88.333,44.221,,,
??,2013.10 ?,110.607,113.558,43.251,,,
??,2013.11 ?,114.018,117.175,41.234,,,
??,2013.12 ?,105.353,108.608,39.566,,,
??,2014.01 ?,96.781,98.614,39.062,,,
??,2014.02 ?,98.164,96.805,40.613,,,
??,2014.03 ?,115.584,116.508,42.669,,,
??,2014.04 ?,113.649,116.414,43.328,,,
??,2014.05 ?,109.962,112.797,44.841,,,
??,2014.06 ?,113.557,114.509,45.229,,,
??,2014.07 ?,119.088,120.982,46.548,,,
??,2014.08 ?,94.477,98.804,44.802,,,
??,2014.09 ?,98.256,102.421,42.591,,,
??,2014.10 ?,98.902,99.375,41.428,,,
??,2014.11 ?,112.082,110.226,44.065,,,
??,2014.12 ?,120.47,117.175,45.19,,,
??,2015.01 ?,106.893,107.547,49.15,,,
??,2015.02 ?,87.856,88.679,46.4,,,
??,2015.03 ?,112.691,112.32,49.95,,,
??,2015.04 ?,114.989,114.65,52.3,,,
??,2015.05 ?,112.035,116.204,47.1,,,
??,2015.06 ?,120.678,117.314,52.25,,,
??,2015.07 ?,115.864,116.093,53.8,,,
??,2015.08 ?,96.171,98.779,52.05,,,
??,2015.09 ?,105.033,105.882,48.45,,,
??,2015.10 ?,115.864,119.534,48.65,,,
??,2015.11 ?,115.864,118.091,52.3,,,
