? ?? ?????  ???????(2020=100) [2020=100],,,,,,,
??-?????,??,????(???),????? ????(???),????? ????(???),????(????),????? ????(????),????? ????(????)
??,2016.01 ?,126.173,119.343,87.358,,,
??,2016.02 ?,115.679,109.144,86.661,,,
??,2016.03 ?,141.975,137.046,86.051,,,
??,2016.04 ?,128.025,121.454,83.522,,,
??,2016.05 ?,117.654,111.489,85.266,,,
??,2016.06 ?,116.42,107.503,87.62,,,
??,2016.07 ?,113.333,107.268,86.661,,,
??,2016.08 ?,120,115.709,85.179,,,
??,2016.09 ?,128.889,120.75,88.056,,,
??,2016.10 ?,140.988,134.115,87.707,,,
??,2016.11 ?,136.667,130.363,91.282,,,
??,2016.12 ?,144.691,137.515,87.446,,,
??,2017.01 ?,122.222,113.482,87.62,,,
??,2017.02 ?,121.852,122.157,82.389,,,
??,2017.03 ?,138.642,132.591,83.435,,,
??,2017.04 ?,119.877,117.468,84.394,,,
??,2017.05 ?,117.16,112.778,84.307,,,
??,2017.06 ?,115.432,108.558,84.917,,,
??,2017.07 ?,113.21,106.8,85.353,,,
??,2017.08 ?,115.926,112.778,84.83,,,
??,2017.09 ?,146.049,145.252,86.661,,,
??,2017.10 ?,122.469,119.226,86.486,,,
??,2017.11 ?,132.593,130.481,91.02,,,
??,2017.12 ?,132.222,130.95,88.23,,,
??,2018.01 ?,128.519,118.992,90.148,,,
??,2018.02 ?,113.827,110.317,90.671,,,
??,2018.03 ?,129.383,132.356,85.615,,,
??,2018.04 ?,123.827,122.04,87.62,,,
??,2018.05 ?,118.025,115.006,88.84,,,
??,2018.06 ?,113.827,108.324,89.015,,,
??,2018.07 ?,112.963,106.331,90.497,,,
??,2018.08 ?,119.877,116.413,89.538,,,
??,2018.09 ?,126.543,122.392,90.235,,,
??,2018.10 ?,141.358,137.28,92.851,,,
??,2018.11 ?,137.778,133.88,95.466,,,
??,2018.12 ?,129.012,133.88,91.718,,,
??,2019.01 ?,127.16,121.336,93.287,,,
??,2019.02 ?,99.63,99.648,89.799,,,
??,2019.03 ?,120.864,119.695,91.194,,,
??,2019.04 ?,116.42,112.896,91.107,,,
??,2019.05 ?,116.667,115.006,93.984,,,
??,2019.06 ?,113.333,115.006,90.148,,,
??,2019.07 ?,114.074,108.675,92.153,,,
??,2019.08 ?,117.531,106.917,95.99,,,
??,2019.09 ?,121.605,117.351,97.646,,,
??,2019.10 ?,130.864,126.964,100.349,,,
??,2019.11 ?,116.667,120.516,98.692,,,
??,2019.12 ?,120.37,119.343,98.082,,,
??,2020.01 ?,104.6,110.8,95.7,,,
??,2020.02 ?,86.2,89.6,96.3,,,
??,2020.03 ?,95.8,91.6,101.6,,,
??,2020.04 ?,97.8,94.2,103.3,,,
??,2020.05 ?,93.5,96.5,102.3,,,
??,2020.06 ?,97.6,99,99.2,,,
??,2020.07 ?,90.6,91.8,100.1,,,
??,2020.08 ?,93.8,90.2,100.6,,,
??,2020.09 ?,111.3,106.1,103.2,,,
??,2020.10 ?,105.4,109.3,99.3,,,
??,2020.11 ?,109.8,110.3,100.4,,,
??,2020.12 ?,113.3,110.6,97.8,,,
??,2021.01 ?,100.6,96.3,102.5,,,
??,2021.02 ?,94.4,92.3,100.7,,,
??,2021.03 ?,114,110.2,100.3,,,
??,2021.04 ?,107.7,103.3,102.1,,,
??,2021.05 ?,96.1,99.7,97.3,,,
??,2021.06 ?,105.9,104.9,94.3,,,
??,2021.07 ?,102.7,96.3,94.3,,,
??,2021.08 ?,103.2,98.4,101.7,,,
??,2021.09 ?,110.2,106.9,102.6,,,
??,2021.10 ?,115,117,97,,,
??,2021.11 ?,109,110,99.9,,,
??,2021.12 ?,121.5,115.6,96.1,,,
??,2022.01 ?,105.3,98.8,98.5,,,
??,2022.02 ?,93.8,90.8,97,,,
??,2022.03 ?,110.4,104.8,99.5,,,
??,2022.04 ?,111.9,101.5,101.7,,,
??,2022.05 ?,102.9,98.3,102.3,,,
??,2022.06 ?,103.4,97.7,102.2,,,
??,2022.07 ?,98.5,95.2,104.5,,,
??,2022.08 ?,103.8,97.3,102.9,,,
??,2022.09 ?,104.7,99.7,100.2,,,
??,2022.10 ?,107.4,104.9,96.2,,,
??,2022.11 ?,104.2,103.1,98,,,
??,2022.12 ?,105.2,106.3,92.1,,,
??,2023.01 ?,95.8,91.6,90.1,,,
??,2023.02 ?,91.6,88.4,90,,,
??,2023.03 ?,99.4,98.8,88,,,
??,2023.04 ?,93.6,91.3,90.3,,,
??,2023.05 ?,87.1,87.3,89.6,,,
??,2023.06 ?,100.5,93.8,82.9,,,
??,2023.07 ?,108.9,101.6,86.3,,,
??,2023.08 ?,95.3,90.8,88.1,,,
??,2023.09 ?,99.6,97.2,89.7,,,
??,2023.10 ?,96.4,99,88.1,,,
??,2023.11 ?,96.3,98.1,85.9,,,
??,2023.12 ?,113.5,111.7,82.4,,,
??,2024.01 ?,94.3,92.6,84.2,,,
??,2024.02 ?,83.9,82.6,84.7,,,
??,2024.03 ?,91.9,89.5,84.3,,,
??,2024.04 ?,98.7,94.1,87.1,,,
??,2024.05 ?,91.6,90.9,88.9,,,
??,2024.06 ?,92.4,89.6,85.5,,,
??,2024.07 ?,107.1,102.8,88.5,,,
??,2024.08 ?,95.1,93.1,89.9,,,
??,2024.09 ?,90.2,88.7,90.1,,,
??,2024.10 ?,94,95.1,94.1,,,
??,2024.11 ?,88.7,93.5,84.9,,,
??,2024.12 ?,100.8,101.9,81.8,,,
??,2025.01 ?,79,81,82.3,,,
??,2025.02 ?,83.3,83.1,82.7,,,
??,2025.03 ?,92.2,90.9,83.6,,,
??,2025.04 ?,85.4,84.2,86.5,,,
??,2002.01 ?,77.928,80.032,25.982,,,
??,2002.02 ?,67.762,72.099,26.315,,,
??,2002.03 ?,81.096,86.367,27.447,,,
??,2002.04 ?,83.172,88.472,27.458,,,
??,2002.05 ?,85.737,92.737,27.107,,,
??,2002.06 ?,78.249,84.476,26.277,,,
??,2002.07 ?,81.425,85.388,27.93,,,
??,2002.08 ?,79.209,82.834,28.907,,,
??,2002.09 ?,76.199,85.592,26.436,,,
??,2002.10 ?,84.702,92.841,25.771,,,
??,2002.11 ?,80.982,88.978,25.51,,,
??,2002.12 ?,83.107,90.241,26.985,,,
??,2003.01 ?,82.294,88.901,27.054,,,
??,2003.02 ?,76.221,80.692,29.365,,,
??,2003.03 ?,87.954,89.439,32.211,,,
??,2003.04 ?,87.694,92.605,33.895,,,
??,2003.05 ?,81.071,88.195,36.283,,,
??,2003.06 ?,80.799,87.657,36.35,,,
??,2003.07 ?,74.543,85.298,34.922,,,
??,2003.08 ?,73.055,79.033,35.739,,,
??,2003.09 ?,75.78,83.952,32.855,,,
??,2003.10 ?,83.621,90.968,32.028,,,
??,2003.11 ?,77.591,85.655,32.196,,,
??,2003.12 ?,78.728,92.195,31.42,,,
??,2004.01 ?,69.451,77.572,29.519,,,
??,2004.02 ?,74.699,81.893,30.186,,,
??,2004.03 ?,81.293,90.723,30.337,,,
??,2004.04 ?,76.689,88.389,29.584,,,
??,2004.05 ?,76.619,87.08,29.589,,,
??,2004.06 ?,77.977,90.355,28.163,,,
??,2004.07 ?,77.783,86.572,29.272,,,
??,2004.08 ?,71.683,80.682,28.539,,,
??,2004.09 ?,75.475,84.559,27.768,,,
??,2004.10 ?,82.239,91.318,27.352,,,
??,2004.11 ?,85.305,93.968,27.336,,,
??,2004.12 ?,89.64,98.636,25.426,,,
??,2005.01 ?,82.039,88.41,27.837,,,
??,2005.02 ?,68.657,75.6,26.291,,,
??,2005.03 ?,86.943,93.282,27.533,,,
??,2005.04 ?,82.287,90.125,27.588,,,
??,2005.05 ?,83.701,90.035,28.498,,,
??,2005.06 ?,84.283,90.847,29.078,,,
??,2005.07 ?,82.039,88.049,28.912,,,
??,2005.08 ?,79.711,86.697,27.781,,,
??,2005.09 ?,84.2,92.019,27.202,,,
??,2005.10 ?,85.28,93.824,26.264,,,
??,2005.11 ?,88.521,95.537,27.009,,,
??,2005.12 ?,89.768,98.063,27.009,,,
??,2006.01 ?,83.036,88.682,30.071,,,
??,2006.02 ?,80.542,88.591,29.933,,,
??,2006.03 ?,93.342,100.139,30.623,,,
??,2006.04 ?,89.686,97.431,32.526,,,
??,2006.05 ?,91.182,98.154,32.857,,,
??,2006.06 ?,91.43,98.966,31.864,,,
??,2006.07 ?,87.525,92.381,31.367,,,
??,2006.08 ?,86.443,92.921,33.492,,,
??,2006.09 ?,94.673,103.115,33.657,,,
??,2006.10 ?,89.436,97.342,33.906,,,
??,2006.11 ?,97.249,103.837,33.326,,,
??,2006.12 ?,96.833,105.913,32.664,,,
??,2007.01 ?,94.922,101.221,34.816,,,
??,2007.02 ?,85.945,95.808,32.912,,,
??,2007.03 ?,99.909,108.348,34.264,,,
??,2007.04 ?,102.735,109.611,37.382,,,
??,2007.05 ?,102.403,110.603,38.596,,,
??,2007.06 ?,100.989,107.717,41.051,,,
??,2007.07 ?,98.828,108.257,44.251,,,
??,2007.08 ?,99.826,107.266,44.637,,,
??,2007.09 ?,92.512,100.048,44.168,,,
??,2007.10 ?,107.224,112.136,49.989,,,
??,2007.11 ?,111.463,116.557,52.196,,,
??,2007.12 ?,106.393,119.895,47.617,,,
??,2008.01 ?,106.974,112.136,45.217,,,
??,2008.02 ?,91.764,96.891,47.341,,,
??,2008.03 ?,107.472,118.452,46.624,,,
??,2008.04 ?,109.384,118.452,46.155,,,
??,2008.05 ?,108.387,117.55,48.748,,,
??,2008.06 ?,106.393,113.851,49.3,,,
??,2008.07 ?,101.488,110.964,48.114,,,
??,2008.08 ?,102.153,107.447,51.369,,,
??,2008.09 ?,104.896,110.153,51.203,,,
??,2008.10 ?,113.624,116.647,54.845,,,
??,2008.11 ?,99.41,104.649,57.245,,,
??,2008.12 ?,98.662,108.619,52.859,,,
??,2009.01 ?,88.521,93.282,51.645,,,
??,2009.02 ?,91.597,98.604,49.989,,,
??,2009.03 ?,95.005,100.318,50.266,,,
??,2009.04 ?,96.917,103.296,50.873,,,
??,2009.05 ?,91.514,99.597,46.955,,,
??,2009.06 ?,100.741,107.266,47.893,,,
??,2009.07 ?,98.994,106.635,44.748,,,
??,2009.08 ?,92.595,98.696,44.141,,,
??,2009.09 ?,111.961,118.273,41.382,,,
??,2009.10 ?,109.384,115.475,42.127,,,
??,2009.11 ?,101.322,108.168,42.955,,,
??,2009.12 ?,112.127,118.633,41.823,,,
??,2010.01 ?,101.268,102.682,37.767,,,
??,2010.02 ?,88.993,92.502,38.604,,,
??,2010.03 ?,106.77,115.517,37.249,,,
??,2010.04 ?,108.04,115.738,37.408,,,
??,2010.05 ?,108.357,112.197,39.482,,,
??,2010.06 ?,111.954,117.288,39.721,,,
??,2010.07 ?,107.933,111.644,41.915,,,
??,2010.08 ?,101.585,103.899,43.111,,,
??,2010.09 ?,102.113,105.78,40.678,,,
??,2010.10 ?,112.061,118.726,39.681,,,
??,2010.11 ?,107.299,109.985,42.951,,,
??,2010.12 ?,113.436,121.824,40.001,,,
??,2011.01 ?,104.23,109.542,41.596,,,
??,2011.02 ?,91.109,95.49,41.277,,,
??,2011.03 ?,113.86,119.28,42.274,,,
??,2011.04 ?,110.897,111.756,43.75,,,
??,2011.05 ?,108.251,110.98,45.225,,,
??,2011.06 ?,113.119,117.619,46.939,,,
??,2011.07 ?,109.732,111.423,49.133,,,
??,2011.08 ?,101.902,111.644,47.458,,,
??,2011.09 ?,107.299,113.415,47.578,,,
??,2011.10 ?,110.473,114.079,45.982,,,
??,2011.11 ?,112.801,110.538,46.023,,,
??,2011.12 ?,109.098,110.649,44.348,,,
??,2012.01 ?,104.019,102.018,46.461,,,
??,2012.02 ?,108.569,108.767,47.418,,,
??,2012.03 ?,113.224,110.759,47.817,,,
??,2012.04 ?,110.368,110.98,47.618,,,
??,2012.05 ?,109.839,110.316,47.897,,,
??,2012.06 ?,115.023,110.538,46.9,,,
??,2012.07 ?,104.971,105.67,45.823,,,
??,2012.08 ?,101.056,100.248,44.467,,,
??,2012.09 ?,106.981,106.998,43.63,,,
??,2012.10 ?,107.617,105.227,44.188,,,
??,2012.11 ?,107.404,107.108,45.823,,,
??,2012.12 ?,104.442,106.334,44.109,,,
??,2013.01 ?,106.347,101.465,45.982,,,
??,2013.02 ?,96.717,97.482,50.329,,,
??,2013.03 ?,112.272,110.428,49.891,,,
??,2013.04 ?,110.685,109.653,51.526,,,
??,2013.05 ?,106.347,104.895,55.634,,,
??,2013.06 ?,102.643,102.571,53.6,,,
??,2013.07 ?,106.664,105.448,54.397,,,
??,2013.08 ?,98.833,98.588,54.597,,,
??,2013.09 ?,102.431,100.801,56.232,,,
??,2013.10 ?,111.532,110.759,55.714,,,
??,2013.11 ?,108.357,108.325,58.146,,,
??,2013.12 ?,107.299,107.108,52.603,,,
??,2014.01 ?,99.786,94.494,55.434,,,
??,2014.02 ?,99.68,97.482,67.16,,,
??,2014.03 ?,111.743,108.657,69.074,,,
??,2014.04 ?,109.732,108.325,70.789,,,
??,2014.05 ?,105.5,105.337,71.905,,,
??,2014.06 ?,104.124,102.904,68.954,,,
??,2014.07 ?,114.918,112.53,67,,,
??,2014.08 ?,100.95,99.474,61.736,,,
??,2014.09 ?,105.289,106.998,58.705,,,
??,2014.10 ?,117.034,118.726,61.736,,,
??,2014.11 ?,108.674,110.428,60.499,,,
??,2014.12 ?,117.775,119.944,57.907,,,
??,2015.01 ?,114.019,110.928,62.461,,,
??,2015.02 ?,103.037,102.233,64.29,,,
??,2015.03 ?,125.935,124.442,61.767,,,
??,2015.04 ?,122.313,121.739,64.669,,,
??,2015.05 ?,112.033,112.808,61.325,,,
??,2015.06 ?,117.173,117.509,62.145,,,
??,2015.07 ?,121.963,119.859,67.634,,,
??,2015.08 ?,107.009,109.636,83.722,,,
??,2015.09 ?,112.85,117.156,61.199,,,
??,2015.10 ?,120.093,122.679,59.18,,,
??,2015.11 ?,118.224,120.447,57.35,,,
??,2015.12 ?,127.22,130.787,51.293,,,
??,2016.01 ?,121.846,122.914,57.666,,,
??,2016.02 ?,111.332,115.041,57.729,,,
??,2016.03 ?,134.696,140.423,57.729,,,
??,2016.04 ?,126.986,133.137,61.262,,,
??,2016.05 ?,122.897,129.965,58.423,,,
??,2016.06 ?,123.949,129.495,56.088,,,
??,2016.07 ?,121.729,124.089,62.587,,,
??,2016.08 ?,115.537,119.036,71.041,,,
??,2016.09 ?,113.785,116.216,82.902,,,
??,2016.10 ?,122.897,129.612,66.057,,,
??,2016.11 ?,125.467,130.435,75.268,,,
??,2016.12 ?,130.607,139.365,60.946,,,
??,2017.01 ?,111.215,116.451,58.612,,,
??,2017.02 ?,111.682,114.924,68.328,,,
??,2017.03 ?,125.935,129.612,73.312,,,
??,2017.04 ?,116.822,119.154,83.533,,,
??,2017.05 ?,111.916,115.746,89.905,,,
??,2017.06 ?,119.042,124.089,80.946,,,
??,2017.07 ?,117.056,119.154,86.435,,,
??,2017.08 ?,107.827,111.281,96.088,,,
??,2017.09 ?,122.196,124.912,93.691,,,
??,2017.10 ?,99.065,103.408,85.678,,,
??,2017.11 ?,119.977,123.502,84.479,,,
??,2017.12 ?,113.785,121.269,64.416,,,
??,2018.01 ?,112.734,113.278,75.899,,,
??,2018.02 ?,97.547,98.707,89.653,,,
??,2018.03 ?,115.187,120.094,72.177,,,
??,2018.04 ?,114.019,115.511,73.186,,,
??,2018.05 ?,117.64,115.981,93.754,,,
??,2018.06 ?,113.318,117.979,67.319,,,
??,2018.07 ?,111.449,112.926,66.625,,,
??,2018.08 ?,103.388,104.348,64.921,,,
??,2018.09 ?,104.79,105.523,68.833,,,
??,2018.10 ?,116.822,117.156,67.697,,,
??,2018.11 ?,116.355,116.216,70.978,,,
??,2018.12 ?,110.164,112.221,61.956,,,
??,2019.01 ?,110.631,108.461,71.672,,,
??,2019.02 ?,93.458,94.36,65.237,,,
??,2019.03 ?,110.28,108.931,74.385,,,
??,2019.04 ?,111.799,109.401,85.047,,,
??,2019.05 ?,110.514,109.048,96.088,,,
??,2019.06 ?,106.192,108.578,74.637,,,
??,2019.07 ?,110.164,108.578,80.82,,,
??,2019.08 ?,99.766,98.355,77.413,,,
??,2019.09 ?,102.687,101.058,79.117,,,
??,2019.10 ?,113.201,112.926,81.514,,,
??,2019.11 ?,112.85,111.751,82.461,,,
??,2019.12 ?,117.407,119.859,63.407,,,
??,2020.01 ?,99.1,94.4,96.3,,,
??,2020.02 ?,101.6,96.3,98,,,
??,2020.03 ?,113.9,110.7,102.7,,,
??,2020.04 ?,98.1,100.3,106.2,,,
??,2020.05 ?,88.9,91.7,103,,,
??,2020.06 ?,101.9,103.7,101.1,,,
??,2020.07 ?,105.9,103.1,102.6,,,
??,2020.08 ?,87.1,87.5,100.2,,,
??,2020.09 ?,99.4,99,102.8,,,
??,2020.10 ?,95.5,98.7,97.2,,,
??,2020.11 ?,102.5,104.2,98.3,,,
??,2020.12 ?,106,110.2,91.5,,,
??,2021.01 ?,94.5,96.1,99.4,,,
??,2021.02 ?,91.7,92.1,100.2,,,
??,2021.03 ?,110.6,112.7,107.6,,,
??,2021.04 ?,111.9,107.4,116.8,,,
??,2021.05 ?,106.4,107,116.3,,,
??,2021.06 ?,113.3,108.9,122,,,
??,2021.07 ?,115.1,112.6,120.1,,,
??,2021.08 ?,96.8,95.6,123,,,
??,2021.09 ?,102.6,102.4,131.2,,,
??,2021.10 ?,108.7,108,131.3,,,
??,2021.11 ?,114.6,120.1,128.7,,,
??,2021.12 ?,126.3,127.6,121.6,,,
??,2022.01 ?,107.9,103.4,133.5,,,
??,2022.02 ?,103.3,98.8,139.4,,,
??,2022.03 ?,125,121,131.4,,,
??,2022.04 ?,115.8,115.2,133.8,,,
??,2022.05 ?,117.2,113.1,141.9,,,
??,2022.06 ?,115.2,115.7,145.7,,,
??,2022.07 ?,132.2,130.7,147.9,,,
??,2022.08 ?,113.3,110.8,160,,,
??,2022.09 ?,117.1,114.6,167.6,,,
??,2022.10 ?,121.5,135.4,150.7,,,
??,2022.11 ?,125.5,136.8,139.7,,,
??,2022.12 ?,120.7,118.7,137.4,,,
??,2023.01 ?,103.8,109.8,152.3,,,
??,2023.02 ?,112.7,109.1,170,,,
??,2023.03 ?,123.8,137.5,156,,,
??,2023.04 ?,116.7,125,151.7,,,
??,2023.05 ?,108.6,117.1,148,,,
??,2023.06 ?,111.4,120.1,147.1,,,
??,2023.07 ?,109.5,111.4,153.5,,,
??,2023.08 ?,104.7,107.1,159.2,,,
??,2023.09 ?,104.5,114.5,149.5,,,
??,2023.10 ?,104.7,110.1,148.6,,,
??,2023.11 ?,112.1,118.2,149.2,,,
??,2023.12 ?,114.2,124.7,136.2,,,
??,2024.01 ?,109.7,111.5,145.3,,,
??,2024.02 ?,104,110.3,154.5,,,
??,2024.03 ?,116.9,125.8,150.3,,,
??,2024.04 ?,116.8,120.4,149.3,,,
??,2024.05 ?,118,124.7,147,,,
??,2024.06 ?,112.4,114.2,147.3,,,
??,2024.07 ?,113.7,117.8,153.2,,,
??,2024.08 ?,111.8,118.2,160.9,,,
??,2024.09 ?,102.5,106.3,170.7,,,
??,2024.10 ?,120.2,116.1,183.1,,,
??,2024.11 ?,120.3,126.6,171.9,,,
??,2024.12 ?,123,141.7,148.8,,,
??,2025.01 ?,99.6,100.7,160.1,,,
??,2025.02 ?,111.4,115.3,162.5,,,
??,2025.03 ?,117.9,116.5,170.5,,,
??,2025.04 ?,115.5,122.3,166.9,,,
??,2002.01 ?,77.666,73.826,54.605,,,
??,2002.02 ?,65.974,66.426,51.737,,,
??,2002.03 ?,81.428,82.123,50.117,,,
??,2002.04 ?,84.925,84.605,50.431,,,
??,2002.05 ?,84.822,88.341,45.578,,,
??,2002.06 ?,74.999,74.874,44.088,,,
??,2002.07 ?,75.094,74.371,43.817,,,
??,2002.08 ?,71.697,71.707,42.814,,,
??,2002.09 ?,71.233,71.624,40.216,,,
??,2002.10 ?,81.44,79.302,41.252,,,
??,2002.11 ?,77.888,79.139,41.276,,,
??,2002.12 ?,77.576,76.774,42.976,,,
??,2003.01 ?,74.467,73.872,47.07,,,
??,2003.02 ?,70.907,71.053,47.355,,,
??,2003.03 ?,80.984,79.935,47.234,,,
??,2003.04 ?,81.79,81.364,48.004,,,
??,2003.05 ?,80.509,80.144,50.176,,,
??,2003.06 ?,80.812,79.124,51.36,,,
??,2003.07 ?,73.353,72.785,51.752,,,
??,2003.08 ?,72.569,70.851,50.96,,,
??,2003.09 ?,73.063,74.332,48.165,,,
??,2003.10 ?,85.033,82.882,50.926,,,
??,2003.11 ?,80.973,79.402,52.697,,,
??,2003.12 ?,82.386,82.076,53.34,,,
??,2004.01 ?,72.794,74.817,53.284,,,
??,2004.02 ?,80.059,79.316,52.761,,,
??,2004.03 ?,86.997,87.077,50.063,,,
??,2004.04 ?,85.504,86.503,46.079,,,
??,2004.05 ?,82.575,81.795,46.92,,,
??,2004.06 ?,82.798,83.25,46.37,,,
??,2004.07 ?,78.807,78.991,44.224,,,
??,2004.08 ?,74.098,72.804,43.52,,,
??,2004.09 ?,77.731,75.57,44.486,,,
??,2004.10 ?,84.557,81.971,46.948,,,
??,2004.11 ?,85.844,83.418,47.971,,,
??,2004.12 ?,85.133,83.066,49.693,,,
??,2005.01 ?,79.001,76.456,44.593,,,
??,2005.02 ?,68.863,66.77,45.056,,,
??,2005.03 ?,84.761,81.617,46.212,,,
??,2005.04 ?,84.112,81.696,47.647,,,
??,2005.05 ?,80.218,79.076,45.796,,,
??,2005.06 ?,80.542,79.314,45.01,,,
??,2005.07 ?,80.542,80.108,43.761,,,
??,2005.08 ?,73.405,72.01,44.64,,,
??,2005.09 ?,79.164,78.204,45.426,,,
??,2005.10 ?,84.922,83.681,46.906,,,
??,2005.11 ?,89.546,87.017,50.376,,,
??,2005.12 ?,88.248,86.698,49.682,,,
??,2006.01 ?,79.569,79.95,48.988,,,
??,2006.02 ?,81.435,80.903,50.191,,,
??,2006.03 ?,89.303,90.906,50.144,,,
??,2006.04 ?,85.977,86.459,51.903,,,
??,2006.05 ?,88.329,88.762,51.301,,,
??,2006.06 ?,85.166,85.031,53.29,,,
??,2006.07 ?,75.676,75.583,52.596,,,
??,2006.08 ?,76.65,77.965,53.382,,,
??,2006.09 ?,88.329,91.225,51.995,,,
??,2006.10 ?,82.165,83.681,51.348,,,
??,2006.11 ?,92.223,92.176,53.938,,,
??,2006.12 ?,88.978,87.65,53.614,,,
??,2007.01 ?,90.032,87.65,56.019,,,
??,2007.02 ?,80.3,78.679,57.407,,,
??,2007.03 ?,96.116,95.034,55.696,,,
??,2007.04 ?,90.763,90.112,56.667,,,
??,2007.05 ?,91.655,93.606,54.585,,,
??,2007.06 ?,86.95,86.857,57.175,,,
??,2007.07 ?,83.462,84.316,57.823,,,
??,2007.08 ?,82.408,83.522,56.482,,,
??,2007.09 ?,80.055,82.808,54.956,,,
??,2007.10 ?,93.033,96.146,53.059,,,
??,2007.11 ?,95.629,96.463,51.717,,,
??,2007.12 ?,91.898,90.43,51.625,,,
??,2008.01 ?,94.737,93.129,53.938,,,
??,2008.02 ?,85.409,82.649,59.628,,,
??,2008.03 ?,99.523,98.369,57.73,,,
??,2008.04 ?,96.926,97.02,57.962,,,
??,2008.05 ?,94.818,97.735,57.869,,,
??,2008.06 ?,92.872,90.986,62.82,,,
??,2008.07 ?,88.897,87.334,63.976,,,
??,2008.08 ?,84.436,83.284,64.762,,,
??,2008.09 ?,85.653,84.952,64.299,,,
??,2008.10 ?,96.44,92.653,62.449,,,
??,2008.11 ?,85.328,82.57,62.727,,,
??,2008.12 ?,77.46,73.519,62.912,,,
??,2009.01 ?,61.726,61.134,63.097,,,
??,2009.02 ?,71.539,69.232,67.492,,,
??,2009.03 ?,81.678,79.791,74.846,,,
??,2009.04 ?,78.84,80.108,66.52,,,
??,2009.05 ?,76,75.504,68,,,
??,2009.06 ?,78.92,80.187,61.801,,,
??,2009.07 ?,82.652,82.649,65.317,,,
??,2009.08 ?,73.08,73.996,58.008,,,
??,2009.09 ?,87.194,86.857,59.165,,,
??,2009.10 ?,90.357,90.588,57.453,,,
??,2009.11 ?,90.682,89.08,58.795,,,
??,2009.12 ?,97.09,94.162,63.19,,,
??,2010.01 ?,92.576,91.76,65.175,,,
??,2010.02 ?,84.845,83.852,65.175,,,
??,2010.03 ?,103.462,103.826,63.833,,,
??,2010.04 ?,103.665,104.231,60.762,,,
??,2010.05 ?,102.037,102.407,62.233,,,
??,2010.06 ?,103.564,103.725,61.466,,,
??,2010.07 ?,104.581,104.84,62.618,,,
??,2010.08 ?,94.204,94.194,61.977,,,
??,2010.09 ?,99.088,100.378,59.227,,,
??,2010.10 ?,108.956,107.577,63.897,,,
??,2010.11 ?,111.092,108.794,71.956,,,
??,2010.12 ?,112.618,111.228,69.333,,,
??,2011.01 ?,109.159,110.721,65.879,,,
??,2011.02 ?,96.442,96.019,66.454,,,
??,2011.03 ?,118.315,119.238,66.454,,,
??,2011.04 ?,109.566,109.909,66.327,,,
??,2011.05 ?,109.057,110.315,65.368,,,
??,2011.06 ?,110.177,109.504,66.519,,,
??,2011.07 ?,107.531,107.273,65.175,,,
??,2011.08 ?,96.85,96.83,67.798,,,
??,2011.09 ?,102.649,102.407,66.199,,,
??,2011.10 ?,107.429,105.144,70.612,,,
??,2011.11 ?,110.583,110.315,72.723,,,
??,2011.12 ?,114.042,110.011,77.456,,,
??,2012.01 ?,96.952,96.323,74.706,,,
??,2012.02 ?,105.09,104.029,75.345,,,
??,2012.03 ?,114.246,111.228,75.281,,,
??,2012.04 ?,108.346,106.564,76.369,,,
??,2012.05 ?,113.431,111.634,78.224,,,
??,2012.06 ?,111.092,110.619,77.392,,,
??,2012.07 ?,106.514,104.535,79.631,,,
??,2012.08 ?,96.239,95.006,80.654,,,
??,2012.09 ?,101.936,102.407,79.886,,,
??,2012.10 ?,106.209,104.535,82.062,,,
??,2012.11 ?,107.531,105.144,85.387,,,
??,2012.12 ?,106.718,103.928,86.603,,,
??,2013.01 ?,108.04,103.32,89.16,,,
??,2013.02 ?,94.509,93.383,88.074,,,
??,2013.03 ?,111.6,110.011,83.66,,,
??,2013.04 ?,113.941,111.025,86.474,,,
??,2013.05 ?,114.551,112.14,92.678,,,
??,2013.06 ?,109.872,109.301,88.969,,,
??,2013.07 ?,109.769,110.417,87.498,,,
??,2013.08 ?,103.157,103.42,89.736,,,
??,2013.09 ?,101.732,101.697,87.754,,,
??,2013.10 ?,117.502,115.487,94.022,,,
??,2013.11 ?,116.585,114.371,99.906,,,
??,2013.12 ?,119.943,118.934,97.219,,,
??,2014.01 ?,112.11,108.186,91.719,,,
??,2014.02 ?,106.819,106.158,92.039,,,
??,2014.03 ?,115.874,113.864,93.958,,,
??,2014.04 ?,118.722,118.325,94.278,,,
??,2014.05 ?,113.737,113.762,94.662,,,
??,2014.06 ?,114.551,112.039,93.638,,,
??,2014.07 ?,115.467,115.689,94.022,,,
??,2014.08 ?,103.157,101.393,91.911,,,
??,2014.09 ?,103.055,100.582,91.08,,,
??,2014.10 ?,114.348,112.749,91.08,,,
??,2014.11 ?,113.737,111.43,91.527,,,
??,2014.12 ?,125.335,123.395,90.568,,,
??,2015.01 ?,110.428,111.726,89.506,,,
??,2015.02 ?,96.487,97.124,90.807,,,
??,2015.03 ?,117.892,119.469,88.638,,,
??,2015.04 ?,114.819,115.819,87.251,,,
??,2015.05 ?,108.782,108.518,86.99,,,
??,2015.06 ?,111.745,112.942,82.914,,,
??,2015.07 ?,111.636,112.721,83.435,,,
??,2015.08 ?,98.573,96.792,84.215,,,
??,2015.09 ?,105.708,105.531,84.562,,,
??,2015.10 ?,113.831,115.376,86.73,,,
??,2015.11 ?,110.867,108.96,89.679,,,
??,2015.12 ?,116.246,122.566,85.863,,,
